clean_text,label_name,pred_name
sống chậm lại nào > <,Clean,Hate
con cặc thầy eie,Hate,Offensive
phương thảo nom như thằng trẻ trâu ở quê không,Hate,Clean
sống chậm thôi 🤣 🤣,Clean,Offensive
jack :,Clean,Hate
cực_kì thuyết_phục !,Clean,Hate
"mịa sao không cởi giày , sắn quần lên đi vô rồi mang giày vô sao đâu , kiểu_cách cs !",Hate,Offensive
cái gì sai sai,Clean,Offensive
nó đéo vi_phạm gì . chửi gato với voz à ?,Clean,Offensive
tỉ_phú nào đấy tẩy_chay đồ vô_học,Hate,Clean
người_ta nói dân sức_mạnh nước ! dần giàu nước mới mạnh ! ! đảng đảng dân do dân vì dân ! nhưng ở đây đưa đảng lên trên dân_tộc ? ?,Clean,Hate
nguyễn hoàng lực phục cái máu lồn,Hate,Clean
giống linh hoàng thế 🤔,Clean,Offensive
trường tao không được mặc áo_dài cm ạ : ),Clean,Offensive
from cần thơ with love . chúc a nghỉ lễ thật vv thoải_mái ạ,Clean,Hate
trần tấn tài vẫn chai sting,Clean,Offensive
"chơi mà lòng tự_nhủ "" game để giải_trí , để giải_trí , để giải_trí , để giải_trí , nhưng đell phải con game loèn này , con game loèn này ứ phải để giải_trí "" 🤣",Clean,Hate
phụ_nữ vn làm gi ai xấu tai xấu hại vậy xấu hết phần chó,Offensive,Clean
ad đừng nhắc 3 bình hay 4 bình . không bọn nó lại ra quy_định mới phải mang 5 bình cứu_hoả trên xe bây_giờ .,Clean,Offensive
vâng ạ,Clean,Offensive
trần linh nghe vẻ vô_lí nhưng thuyết_phục sự vô_lí hợp_lí vô_lí sự không hợp_lí đó sự không hợp_lí đó lại tiếp_tục rất thuyết_phục cái hợp_lí không hợp_lí : vậy,Clean,Offensive
vũ khắc hoàng nhìn idol chất vô cùng luôn,Clean,Hate
"từ thời vnch xây rồi , nhưng dang_dở thì tới 1975 , sau đó người_ta lo chuyện xóa bỏ chế_độ cũ hơn nhìn tương_lai xa rộng nên mấy công_trình đó bị hủy_hoại hết rồi . ý tôi muốn nói đừng chơi cái kiểu "" mất_mùa tại thiên_tai , được mùa bởi thiên_tài đảng ta """,Clean,Hate
ong tran dan lam tong thong viet nam dan nga ngua dfo . mot la gia 2 . gia roi de lop tre no len nam quyen dng chung no du nhan tai ve_giup do xay d7ung viet nam .,Clean,Hate
tiền thì mới nuôi_dưỡng được đam mỹ : ),Clean,Offensive
"mỗi phần làm về liên_quân chán thôi , táo thật vẫn rất hài_hước ý_nghĩa với mấy câu kháy tình_trạng xh : ) )",Clean,Offensive
a giờ già r hiện rõ những vết chân_chim 😕,Clean,Hate
"miễn_phí hết tất_cả mà , nhưng mà họ lười khám thôi",Clean,Hate
"1 cây_xăng đầy_đủ ban , bệ từ cửa_hàng_trưởng , cửa_hàng phó , kế_toán , nhân_viên , lao_công , bảo_vệ nên lúc_nào họ cũng than lỗ . lạ 1 cái nữa đa_số cây_xăng petrolimex , nhân_viên ở đó thường nói tiếng nghệ_an , hà_tĩnh",Clean,Offensive
chau nguyen,Clean,Offensive
chị dể thương quá,Clean,Hate
lộc an hí từ năm này sang năm khác,Clean,Hate
chị ơ em thấy chị biết thương người em ba đưa con bai dời em khổ chị có_thể dup đơ e,Clean,Hate
theo kinh_nghiệm fifa 3 thì thầy cứ cộng đại đi thì tự lên thôi .,Clean,Hate
a ba duy đi grab thật ak,Clean,Offensive
ngày_mai chúc các anh tốp 1 ez nhiều kill nhé ❤ ️,Clean,Offensive
hôn gió kiểu mixigaming : ) ),Clean,Offensive
thường thôi lê kỳ duyên,Clean,Offensive
ok ba gà : ),Clean,Offensive
công_trình thì mới tiền vào . .,Clean,Offensive
phú nguyễn trc hết phải thâu_tóm_cáo để liên_minh 😂,Clean,Hate
phan thắng đi đi thắng,Clean,Offensive
hòa nhã chị xem anh này làm cty gì đi tìm_hiểu đầu_quân luôn anh ấy đi chị,Clean,Hate
co hieu cang ngay cang xinh dep qua . uoc gì duoc gap co 1 lan,Clean,Hate
cô ấy cưng không chịu nổi ♥ ️,Clean,Offensive
h mới bík . đuờq quyền bà nỳ sáng_chế,Clean,Hate
bệnh_viện tâm_thần lại để abe chạy thoát nữa r,Clean,Offensive
không thich vn thì cút sang campuchia mà sống ( dlv biết ),Hate,Clean
tuyên_giáo mà cha : vậy,Clean,Hate
abe vô_địch abe vô đối : < em mãi yêu abe,Clean,Hate
ông_già tôi lại quảng_cáo đấy mn ạ < 3 mua ủng_hộ con mua sữa nhé : vậy,Clean,Offensive
tui 1 * các bạn thì sao ?,Clean,Hate
"sự_thật thì nó rẫy mãi éo chết . còn xứ lừa thì đang cơn hấp_hối vì hết tiền , nợ ngập_đầu , tài_nguyên cạn_kiệt còn số đông dân đen đang ngập_ngụa chất_độc ! . nay thấy tổng_thống nó qua thăm , dân mừng như gặp thánh . ai cũng mong_chờ nó chìa tay ra cứu mình !",Hate,Clean
"ôi trời ơi thế_giới này sao tồn_tại loại đàn_bà còn mang hài_cốt khỉ_đột vậy . linh lóc ơi em xấu nhất hành_tinh rồi mà còn hỗn_láo nữa chỗ nào để em quẫy không , gái miền tây nó thế đó sao em ? chứ tui thấy họ nết_na thùy mị lắm mà dễ_thương làm_sao đâu á còn em thì tui muốn vào rừng sống lại với bản_năng em mới đúng",Hate,Offensive
abe về sg chưa để biết tối nay ra đơm abe nè . : ) ),Clean,Hate
hợp_lý vl = ),Clean,Offensive
"theo những quy_định_luật_pháp hiện_hành việt_nam , ông hết cơ_hội lấy lại nhà khi ông bỏ đi rồi . ông về mua nhà mới mà dưỡng già đê . một căn biệt_thự ở sài_gòn có_lẽ chỉ mất một góc nhỏ tài_sản mà ông đang thôi .",Clean,Offensive
chúc_mừng abe nha ( mong thầy làm đúng lời hứa ),Clean,Hate
: ) ) quen rồi thì biết lsao ?,Clean,Offensive
"mng bỏ ra vài giây click vào link like video ở đó ủng_hộ giúp em đi ạ , chúng mng1 ngày tốt_lành",Clean,Offensive
giọng ca b52 phải vượt qua tầm vũ_trụ : vậy,Clean,Offensive
ví_dụ rào thấp thế kia nó nhẩy ra thi sao,Clean,Offensive
khổ mấy ông không ny : 3,Clean,Hate
s không live z thầy,Clean,Hate
co oi con 200 ngan di_chi,Clean,Offensive
quả đầu này không hợp với avt đâu a độ : vậy,Clean,Offensive
cực_kì thuyết_phục 😁 😁,Clean,Hate
"lương tháng 7 - 8 triệu , không đóng quảng_cáo thì tiền đâu ăn cua hoàng đế : (",Clean,Offensive
choán thực_sự : ( ( chia lên chia xuống kb bao_nhiêu lần . toang thực_sự .,Clean,Hate
tặng các bạn nữ 20 / 11 vv,Clean,Offensive
dang la voi luc xuong moi biet mat .,Clean,Offensive
"chúc_mừng anh độ : ) mong sang_năm mới anh "" hí anh_em "" ít hơn : (",Clean,Hate
"biết_bao_nhiêu vụ đi bắt người bị quay xong bảo bắt_bớ dân lành ? thì địt mẹ bây_giờ ca nó chờ đủ hết mọi thủ_tục cần_thiết nó mới dám bắt chứ không thì địt mẹ "" cư_dân mạng "" chửi sml ra à ?",Offensive,Hate
sức ảnh_hưởng chị không chỉ sao việt nhạy lạy trên tik tok mà lan ra giới trẻ hàn luôn,Clean,Hate
một pha óc chó a . ý_thức như ruồi a,Hate,Clean
trận lượt về này thiên_thời địa_lợi nhân_hoà sẽ chắc thắng thôi bác yên_tâm ạ !,Clean,Offensive
phục_vụ cả đại_đội cơ ),Clean,Offensive
thiệt mình thôi,Clean,Offensive
chat chan tay la xong . không can lgi het . thang nao danh nguoi giet nguoi cu chat chan cat gan tay,Hate,Offensive
tăng lương edit abe ơi : ),Clean,Hate
hóng clip thử_thách 24h ngủ với susan abe nào ae 🙂,Clean,Offensive
"làm_chủ_tịch thành_phố dễ vậy sao , chắc các cháu tiểu_học cũng làm được",Hate,Offensive
cái mỏ con linh lóc giống cái mỏ chùi lol,Hate,Clean
"tú ơi , abe blue : vậy",Clean,Offensive
di_lam tu thien ma chui vay thi cong duc dau con nua,Clean,Offensive
vân cao ngổ_ngáo ngọc fb lại nghe trộm được cuộc họp lúc chiều nay công_ty mình rồi 😌,Clean,Offensive
lê thị trang chăn chần bông hả nàng ?,Clean,Hate
má này bắt_chước phong_cách ngọc trinh .,Clean,Offensive
cách này hay nha_👍,Clean,Offensive
"ôi làm_sao , làm_sao , chả làm_sao cả anh ơi : vậy haha",Clean,Offensive
đ . mày thằng ad lại dùng ie rồi = ),Hate,Offensive
ngầu vô cùng luôn = ),Clean,Hate
tiên_tri_giác_ngộ được tư_tưởng đảng chưa,Clean,Offensive
võ xuân hoan điên hả mày,Offensive,Clean
đánh nó đi thầy,Clean,Offensive
khánh vy tạm gọi có_học nên chính_tả không viết sai được như bạn ạ 😞 gà với dê mà vào gia_súc thì chắc phải học bạn 1 khoá,Clean,Offensive
"giờ ý_thức sự trung_thực quan_trọng nhất , mọi người nên ý_thức được sự nguy_hiểm dịch_bệnh trước khi khai_báo hãy nghĩ tới gia_đình người_thân mọi người xung_quanh . việt nam ơi cố lên !",Clean,Offensive
chơi game còn giận : ),Clean,Hate
phạm thùy_dương hâhhahha . mong ai đó sẽ hiểu lòng chúng_em,Clean,Offensive
"hay quá đi , ông nào chơi pubgm không ? chơi tấu hài đi",Clean,Hate
ghi ta chưa dậy thì hả,Clean,Offensive
quang khải tối nay chắc lại hí tiếp,Clean,Hate
tặng hoa thèn bạn lol : ),Clean,Offensive
du_học_sinh úc nó phải khác bọt : vậy,Clean,Hate
♥ thay,Clean,Offensive
"bán_nước rõ_ràng rồi , các cháu dư_luận viên còn gì để sủa không ?",Hate,Clean
hong phuc ns cái gì ruk nói lại nghe chơi,Clean,Hate
ông độ sắp vê lóc mọi người ơi,Clean,Offensive
khẩu_trang đi,Clean,Hate
bình_tĩnh anh ba ơi : >,Clean,Hate
chọc chửi một người bị thần_kinh ác đức lắm đấy hãy ngừng gây tội_ác !,Hate,Clean
quả tóc không giống ai trên trái_đất này,Clean,Hate
"thì biểu_tượng giống nhưng ý_nghĩa mỗi nơi nó khác , khi xài ở hq hoa , xài ở vn lol má ơi",Clean,Hate
ad page này chửi như muốn đổ cả rổ lồn vào mồm người khác ý : ),Hate,Clean
"cái này tau biết này , để nuôi mấy ông bụng bự nè",Clean,Hate
chị nhung ơi . chị nhung xem hậu_quả chị nhung gây ra đất_nước kìa . chị nhung còn bị stes nữa không ta . ? 🙂,Clean,Hate
chỉ cảm_thấy tiếc_nuối vì những gì qua,Clean,Hate
trung_thu tết thiếu_nhi mà dhs mấy bạn nữ vẫn đòi quà : ),Clean,Offensive
ông này lúc_nào tỉnh đâu,Clean,Offensive
thầy câm mẹ mồm đi không em đấm bây_giờ,Hate,Clean
"trung phan 2 ngôn_ngữ nó mới sang , fish sauce quê_mùa r nha = )",Clean,Offensive
éo nha liu liu,Offensive,Clean
sau đợt này về mở 1 chuỗi cửa_hàng bánh_tráng được rồi chúc_mừng anh 😏,Hate,Offensive
chỉ còn cach này,Clean,Hate
bui thuy trang trend rồi kìa,Clean,Offensive
lạy tụi bán sim . méo biết nhục gì nữa trời . ăn rồi bị họ chửi_rủa như chó mà cũng lầy hoài . chả biết ai mua không mà cứ dai như đĩa đói - _ -,Hate,Clean
tiên_tri vũ_trụ trần đần đại ngu .,Hate,Clean
trend này ở việt nam ! cách đây chả chục năm trước . nhưng nghĩa nó không phải cánh hoa . mình nói thật đấy,Clean,Hate
manh thi song yeu thi chet,Offensive,Clean
từ ngày bác thanh ra đi đà_nẵng loạn xì ngầu còn hơn cái bồn_cầu giật nước,Clean,Offensive
"boxit nữa , đừng quên bùn đỏ",Offensive,Clean
i love you chu cà mo 💓 💓,Clean,Offensive
"cái cách nói_chuyện bà này rất khó nghe . nói dài_dòng mà toàn nói linh_tinh trên trời dưới biển gì đâu , chẳng nói vào đúng trọng_tâm gì",Hate,Clean
nam phạm hoá_ra mình đang theo trend đấy ư ? vãi thật 🤣,Clean,Offensive
mầy lên mạng xã_hội mà mầy vỗ lồn con nầy quá trời sao không ai dám làm gì nó hết dậy trời tức muốn ói máu,Hate,Clean
khúc hương giang nó đi đl với con ngân ròi mẹ . mà nó đòi đi hk mà tao thì cũng bận kì,Clean,Offensive
hoàng hải khánh hôm nọ xem trên sờ chim,Clean,Offensive
ai lớp du chu cà_mo gì z mày . nó,Clean,Hate
a little love from mixigaming < 3,Clean,Offensive
sa sỉ phẩm không đánh thuế_mạnh thì để làm c gì : vậy,Offensive,Hate
giàu mà thiếu tiền cô minh hiếu,Clean,Offensive
xin facebook chị linda nhe mọi ng,Clean,Offensive
nhi băng thắng hiệp hàm thắng chị,Clean,Offensive
sau khi thi xong môn văn,Clean,Offensive
"nguyễn hoạt thì đấy , phải cố_gắng rồi sẽ giàu đâu , chỉ khi bạn giàu rồi bạn mới vậy",Clean,Offensive
qúa dữ anh êii,Clean,Offensive
anh_em yếu sly ib,Offensive,Clean
cứ để tú lo,Clean,Hate
lên lên abe ơi,Clean,Hate
trend này ở vn từ thời nguyên thủy rồi nhá . ! ! nam triều bắt trend chậm quá,Clean,Offensive
chàng trai với nụ cười ror nắng,Clean,Offensive
xóm pet hơi_đâu dài_dòng không cái nào tốt mà rẻ hết,Clean,Hate
dạo này khả_năng không dùng mạng với 3g nữa,Clean,Hate
"ông này nghe nói tiên_tri vũtru trầm dầm biết gì về kinh dịch mà gọi tiên_tri , biết gì về tương_lai sắp tới thế_giới không ok",Clean,Offensive
virus corona tuổi lìn : ),Offensive,Clean
nhìn vô_lí nhưng cực_kì hợp_lí thuyết_phục : ) ),Clean,Offensive
tại_sao những đứa như này lại tồn_tại khi những người tốt thì lại bị tan nạn & mất_mạng vì lũ_lụt mà méo do thiên_tai gây ra nhể ?,Offensive,Clean
chạm đáy nổi đau : vậy,Clean,Offensive
"phim hay , hồi_hộp gay_cấn , nhiều cảnh đoán trk đk sẽ ntn nhưng vẫn giật_mình . kristen fim này diễn hay , vẫn lối diễn cũ giống thời twilight nhưng lột_tả cảm_xúc fim tốt hơn . trên thang điểm 10 mình fim 8.5 . chốt lại hay nên xem !",Clean,Hate
"ông trần bậc thánh minh , lạc ra hải ngoại ẩn mình nơi đâu , phá đồng mới chịu ngôi cao , bấy_giờ thiên_hạ rủ nhau cùng về , cùng nhau thịnh trị bốn bề nước nam lại đổi quốc_kỳ việt_nam .",Clean,Offensive
con này nó dập dá nhiều quá dầu nó não quá,Hate,Offensive
cô xinh quá,Clean,Offensive
"phải còn cần may_mắn nữa chứ bạn . bạn cứ nhìn một_số sinh_viên đại_học đi , những người rất giỏi bản_lĩnh nhưng phải về quê nuôi lợn , nhặt rau , lấy chồng đấy thôi .",Clean,Offensive
mn mua giày xua_tan nỗi buồn đi huhuu,Clean,Offensive
khổ quá . kiếm cơm sống qua_ngày cũng khó,Clean,Hate
sale 99 % thì e mua : >,Clean,Hate
anh trung bóng_rổ,Clean,Offensive
thời này khó lật lắm . cônd nhận trang này ý_nghĩa,Clean,Hate
muôn_đời giàu_sang,Clean,Offensive
chửi đi rồi khóc,Clean,Offensive
nghe rất sợ vợ nhưng lại rất gan_dạ : ) ),Clean,Offensive
vloz,Offensive,Clean
nhà chị giàu mà : vậy bảo chị ý bù tiền á,Clean,Offensive
cai địt con mẹ,Offensive,Clean
chị dám chi 1 tỷ e,Clean,Offensive
lũ ngu vô_học . viết tiêu_đề còn sai chính_tả .,Hate,Clean
bọn giàu mà mang thua người nghèo nửa địt mẹ chán quá,Hate,Offensive
"lê dũng hôm trk thấy a khoe làm ở viện nghiên_cứu đó hả , ng ta nghiên_cứu a đúng không",Clean,Hate
cậu đồng họ đi du_lịch . bộ đi du_lịch sai à ?,Clean,Offensive
"một diễn_biến # , chúng_ta lại bị chửi rồi 😭",Clean,Hate
cực_kì thuyết_phục 🤣,Clean,Hate
anh áo đen thật thanh_thản,Clean,Offensive
vẫn vậy nha : ),Clean,Hate
chim ngừng bay khi thấy em ấy nhảy,Clean,Offensive
ủng_hộ đi các bạn 😞,Clean,Hate
giàu thì làm gì cũng được thanh huy = ) ),Clean,Offensive
5 điều bác hồ dạy = ),Clean,Hate
and dlv come in 3.2 .,Hate,Offensive
ông độ vào bắn phải anh_em được về nhà_nghỉ_ngơi sớm hơn không = ),Clean,Offensive
mấy anh mua về xon đó : (,Clean,Offensive
cực_kì thuyết_phục = ),Clean,Hate
nó làm cái gì đấy chú . ỉa bậy à,Offensive,Hate
sống chậm thôi mấy thằng lol,Hate,Offensive
yêu_đương đ gì tầm này em còn phải đi cà_khịa 😒,Offensive,Clean
sống chậm thoii,Clean,Offensive
địt mẹ crush : ),Hate,Offensive
chị hiếu nói_chuyện dể thương chị ở đâu_vậy,Clean,Offensive
giống bố từ lúc còn bé tí . . nhìn thích thật chứ 😍,Clean,Offensive
anh trung tele : ) ),Clean,Offensive
quá hợp_lý luôn anh ơi,Clean,Offensive
thầy chơi bẩn vl,Hate,Offensive
"tôi chứng_nhận hộ nghèo , gia_đình công với cách_mạng , các ông nhường tôi đi : vậy",Clean,Hate
cô duyên mà giờ cô mới biết cô duyên : ) ),Clean,Offensive
. buồn_cười vl 😆,Clean,Offensive
chuẩn_bị xóa_kênh nha thầy = ) ),Clean,Offensive
mộc ca người bố mẫu_mực = ),Clean,Offensive
má nhìn xanh xanh cứ tưởng a tôi tự cày view mình trên xnxx,Clean,Offensive
nhìn má đẹp quá trời,Clean,Offensive
link bạn ơi,Clean,Hate
luật do mấy anh ấy ra . nói thế_nào chả đươc,Clean,Offensive
thương ông qá . ngưỡng_mộ sự hi_sinh ông ❤ ️,Clean,Offensive
nghe toàn dân_chúng_mình thấy thương huỳnh,Clean,Hate
yến lý,Clean,Hate
ns ra làm gì để rồi lại bị vùi_dập,Clean,Hate
"quá tốt , vậy cả thế_giới noi gương theo mỹ biện_pháp_chế_tài đối_với cá_nhân , tổ_chức , nhà_nước vi_phạm_nhân_quyền , mỹ , canada , úc , nhật các nước khối eu phối_hợp về chống vi_phạm_nhân_quyền như thế_thì mới hiệu_quả , mấy thằng đàn_áp nhân_quyền hết đường chạy , chẳng_lẽ nó chạy qua mấy nước nghèo_đói lạc_hậu như châu phi hay mấy nước nhược tiểu ở châu á",Clean,Hate
. tất_nhiên 60 % câu_chuyện tất_nhiên tất_nhiên zday thôi 😂 😂,Clean,Offensive
a độ cỗ phần iphone . mà cỗ phần quan_trọng nên ms lấy cảm_hứng .,Clean,Offensive
một bộ phim không - tấu - hài ? ?,Clean,Offensive
con bóng sadec = ] ],Clean,Hate
vn ma,Clean,Hate
chi gái tuyệt_vời,Clean,Offensive
lần nào nhìn mặt thằng bạn cũng tưởng trùm susan : ) ),Clean,Offensive
yen than muon ma muon luot qua zao than . dung la het thuoc chua,Offensive,Hate
kiếm tiền trăm triệu chứ ạ ! ! 7 - 8 triệu như bố thì con chỉ ăn được cua hoàng đế vs tôm aslatca thôi 😢 sói said :,Clean,Offensive
sự lươn_lẹo vậy,Clean,Offensive
quần_áo hàng_hiệu trên cao bằng mới thôi ( づ ￣ ³ ￣ ) づ,Clean,Offensive
anna nguyễn càng nghe càng hay với kiểu luyến_láy vẫn y_nguyên,Clean,Offensive
sống chậm thôi = ),Clean,Offensive
lịch_sử : những sự_việc hiện_thực được ghi_chép lại,Clean,Hate
"2 cái thằng mọi_rợ này phải nó ở tù mục xương thì nó mới tởn ! chứ bọn nó ở tù vài năm , bọn nó đéo sợ đâu !",Hate,Offensive
đeo tai_nghe vào nghe thấm ghê .,Clean,Offensive
bánh_cuốn cao bằng,Clean,Offensive
em dep qua ha,Clean,Hate
bác thăng đi đâu_đó rồi,Clean,Offensive
"phạm việt duy chơi quả quần giống zậy , đảm_bảo nổi nhất sân_bay lun nha ck 🤣",Clean,Offensive
cô duyên lắm nha,Clean,Hate
bạn_đọc lai đi bác ấy cũg người tham_gia giàh dc độc_lập đất_nước này . mag thuơg tật trên mình . chỉ vì cuộc sốg chở thuê chở mướn chứ bác muốn vô_tình giết người đâu . nhìn tổg thể cũg nhiều nguyên_do mà bạn . đất_nước nợ bác nhưg bác vô_tình nợ lại gia đìh e bé .,Clean,Hate
giải này mua bằng mấy vali tiền anh ơi : ) ),Clean,Offensive
minh trần ok ơi . e chất điện zải để tăng sức đề_kháng rồi .,Clean,Hate
"huỳnh hữu vinh bó_tay , đeo khẩu_trang xong lại kéo xuống để nói_chuyện thì đeo làm gì . : (",Clean,Hate
tuấn mạnh : ) nhật nổi_tiếng biến_thái mà,Hate,Clean
ai bình thường fb bả hk 😂 😂,Clean,Offensive
bút hình con c,Offensive,Clean
ad ơi rep ib mình với nhaa,Clean,Offensive
hồ ánh_xuân_nghiệp,Clean,Hate
em_gái xinh toá nè,Clean,Hate
thùy_trang ( giảm cân dema fitness ) thứ bạn mất_nết : ) ),Hate,Offensive
stop ❌,Clean,Hate
nunu à : vậy,Clean,Offensive
beat bài già cùng nhau được phải không nhỉ ?,Clean,Offensive
nghe tới tháng nhưng lại không chảy_máu,Clean,Offensive
lê văn quật bọn mình đều chờ thầy thực_hiện,Clean,Hate
tội_nghiệp cô đeo vàng này quá . tưởng vậy cô ấy hay lắm .,Clean,Offensive
bùi đình nam,Clean,Offensive
phải nhà tiên_tri hâm_mộ như quỳnh không ?,Clean,Hate
day la baroibeo,Clean,Hate
ngầu quá thầy ơi,Clean,Offensive
sena nhìn mặc như lồn,Hate,Offensive
bình nhi thích minguk,Clean,Offensive
trang anh việc nhẹ lương cao,Clean,Offensive
thế_thì toang 😩,Clean,Offensive
mong anh xu không thấy 😂,Clean,Offensive
đhs cứ mặc_định nghĩ nội bài tđn nào nhỉ ? qatar thì nó cũng sân_bay mà từ qatar về hà_nội phải transit qua bangkok nhé : ) . sân_bay nào cũng trộm cả thôi : ),Hate,Offensive
nếu đại_lý bị phạt thật thì chắc đại_lý kg im_vậy đâu . chiêu trò thôi,Clean,Offensive
1 pha backdoor shaco làm abe cay_cú = ),Clean,Hate
tui noid nh cừi đau bụng,Clean,Offensive
@ lâm trần ngọc phúc ừa mày nói tao mới để_ý bả nói khong thích mà bả nhắc hoài .,Clean,Offensive
kinh nhờ kk,Clean,Offensive
cố lên 🇻 🇳 💞,Clean,Offensive
lê quang trường 1 30,Clean,Offensive
mấy bài trước hợp_tác với kicm còn hay chứ vô nghe bài mới như hạch_vậy,Hate,Clean
chân ngắn ngọc hoàng chứ không phải hoàng_thượng,Clean,Hate
sống chậm để hiểu nhau hơn anh_em nhé 😢,Clean,Hate
đkm đứa nào bảo idol trần dần tao mắc covid đấy : vậy,Hate,Clean
hợp_lý sếp ơi ! = ),Clean,Offensive
nghe vô_sinh nhưng lại sinh_lí mạnh kk,Clean,Hate
chấp gì thằng thiểu_năng đó trần ngọc giàu ơi,Offensive,Clean
này ad . mai_mốt cs ra cái luật đi xe 2 bánh phải bình_xịt cay thì vui nhỉ . ar tha_hồ xịt . haha,Clean,Hate
thích anh châu dễ sợ,Clean,Offensive
thí_chủ bần_tăng xin video = ) ),Clean,Hate
thì làm_sao ? vấn_đề gì à ?,Clean,Hate
đoàn sơn tênh chơi chơi à,Clean,Hate
ừ vậy đi vậy kinh_tế an_sinh thì 50 năm nữa mới bằng thái_lan nha một lũ ngáo banh bóng hay_ho gì mà tự_hào đúng chế_độ đào_tạo người hay thật,Hate,Offensive
chưa đầy 2 tuần mà lên như_gió,Clean,Offensive
zo a,Clean,Hate
@ kì_cục thì hổm nay á im mình im cái người_ta tưởng mình hiền người_ta cứ ăn_hiếp hoài vậy đó ☺,Clean,Hate
thùy trang nghe ài ái ai nghe sợ luôm ấy,Clean,Offensive
hương thảo vô cùng luôn,Hate,Clean
được anh ạ,Clean,Offensive
trang trần dm cm với tao,Hate,Offensive
"họ đang bận làm tượng_đài , bận xây cầu nghìn_tỷ , đường nghìn_tỷ ở nơi khác . rồi từ từ sẽ . kêu cái đéo gì . xây tiền đút_túi mà dại gì không xây .",Offensive,Hate
giống huỳnh lập quá .,Clean,Hate
@ mai nguyen cười vỡ_bụng với mấy chế,Clean,Offensive
sống_mũi lệch thật,Clean,Offensive
sơn nguyễn xin video b,Clean,Hate
treo súng chỗ đó làm gì thế : vậy,Clean,Hate
phương thảo đag chờ triệu_chứng tiêu_chảy nè,Clean,Hate
quan_chức lương thì cũng như ta thôi . nhưng ng nào ng nấy khi lên làm quan toàn nhà_lầu xe_hơi . lạ .,Hate,Offensive
phò người_ta làm gì bọn bây không ? hàng ngày những đứa hiếp_dâm cướp tiền bọn bây sao im_lặng vậy .,Clean,Offensive
lồn ba_rọi,Offensive,Clean
vậy giải_thích như thế_nào về việc yêu_cầu xuất_hóa_đơn thì nó không xuất .,Clean,Hate
chữi nhiều quá tắt_thở bây_giờ,Offensive,Clean
xinh gái đấy .,Clean,Offensive
ok abe iuu nạ 😗,Clean,Offensive
theo tao thì nó dùng cái này để dìm vụ cá chết,Clean,Hate
anh làm giám_khảo ct ttdh thì trấn thành trường giang tuổi,Clean,Offensive
nguyễn thị cẩm_tiên : vậy,Clean,Hate
đồ cao bằng phải chất ae ạ,Clean,Offensive
abe nóng quá,Clean,Offensive
đánh chết mẹ thằng này đi,Offensive,Clean
bú l ngọc trinh sẽ tinh,Hate,Offensive
lạy đức phật phù_hộ chúng con vượt qua . nam_mô a đìa phật,Clean,Hate
u cao long no het di_chi,Clean,Offensive
tuấn nguyễn cẩn_thận nha,Clean,Hate
thật nha,Clean,Hate
"phạm văn đồng ngta về nước thì gì sai hả bạn khi họ cũng ý_thức thực_hiện tự cách_ly , vn còn đón công_dân từ các nước đang bùng dịch về mà bạn nch kiểu hơi ích_kỉ đấy : ) ) nước mình vốn nhân_ái nên b đừng suy_nghĩ như_vậy nha",Clean,Hate
"dẹp mịe cái "" hội bảo_vệ người tiêu_dùng đi . tốn tiền",Hate,Offensive
chị ba nói_chuyện hây wa chị ba ơi,Clean,Hate
người xung_quanh nhìn nhỏ như sinh_vật lạ : vậy,Clean,Offensive
nó lây qua đường_máu đéo đâu,Clean,Hate
thầy tôi,Clean,Offensive
4 năm rồi,Clean,Offensive
chẳng_thể nói ra 🙃,Clean,Offensive
cực_kỳ thuyết_minh,Clean,Hate
lưu đức trung lại coppy,Clean,Hate
chi_viện 10 ngàn binh_sĩ để bình_ổn giao chỉ,Clean,Hate
"khī pacpo hôm_nay đi bảo , ngày_mai bán_dâm nuôi đảng",Hate,Clean
2029 cụ liệu còn không nhỉ .,Clean,Offensive
"bị nhiễm covit 19 sao không ở bên anh mà chữa về vn làm đéo gì để lây_nhiễm người khác tốn_kém tiền nhà_nước , bọn nhà giầu đú đỏn",Hate,Offensive
đọc comment mà cười ỉ *,Clean,Hate
"cứ dm nghĩ mình công_chúa các thứ các thứ , đéo hiểu kiểu gì = )",Offensive,Hate
đẹp quên ảnh gốc : ),Clean,Offensive
1 cái cớ để rút_ruột ăn_bẩn thui,Clean,Hate
"thay_mặt toàn_thể chị_em cám_ơn thầy chúc thầy nhiều sức_khỏe , khi nào xóa kênh thầy ơi",Clean,Hate
fan cứng tuần điểm_danh : ) ) ad con_trai hay gái zay,Clean,Offensive
m1 tết giông_bão nthe thì biết rồi,Clean,Offensive
"sai bét hết , nếu lấy tên thật thì mấy đứa đoán ra làm_sao .",Clean,Hate
"nhà em công với cách_mạng mong các anh nhường em , em xin",Clean,Offensive
châu châu mảng mảng : ) ),Clean,Hate
hiếu võ ộp pa như con cặc : ) ),Hate,Offensive
nghe thì vô_lý nhưng lại rất thuyết_phục,Clean,Hate
nguyễn nhật đông ý người_ta dự_đoán những việc ông này làm thôi à,Clean,Hate
trung_thu được bạn gái tỏ_tình nên tuổi_thơ nó đẹp vcung,Clean,Offensive
